experiment,fold,train_users,tuning_users,evaluation_users,evaluation_start,evaluation_end,observation_days,feature_count,best_iteration,decision_multipliers,locked_final_evaluation,weighted_f1,macro_f1,accuracy,not_churned_precision,not_churned_recall,not_churned_f1,not_churned_support,vol_churn_precision,vol_churn_recall,vol_churn_f1,vol_churn_support,invol_churn_precision,invol_churn_recall,invol_churn_f1,invol_churn_support
3_days,fold_3,60000,15000,15000,1067-11-03 13:40:28+00:00,1067-11-09 23:59:45+00:00,3,86,162,"{""invol_churn"": 1.1999999999999997, ""not_churned"": 1.0, ""vol_churn"": 1.9999999999999996}",True,0.5021001746985565,0.4588913100808034,0.5189333333333334,0.5713825676255904,0.6979153009046808,0.6283420881780086,7627.0,0.37089013632718526,0.24290966386554622,0.293557600761663,3808.0,0.48150470219435737,0.43085553997194953,0.4547742413027387,3565.0
14_days,fold_3,60000,15000,15000,1067-11-03 13:40:28+00:00,1067-11-09 23:59:45+00:00,14,94,294,"{""invol_churn"": 1.2999999999999998, ""not_churned"": 1.0, ""vol_churn"": 1.6999999999999997}",True,0.4996943683333997,0.4510039792272626,0.5281333333333333,0.5760306608659623,0.7291202307591451,0.6435970140616862,7627.0,0.391304347826087,0.17016806722689076,0.23718887262079064,3808.0,0.46422764227642277,0.48050490883590463,0.4722260509993108,3565.0
