fold,train_users,tuning_users,evaluation_users,train_start,train_end,tuning_start,tuning_end,evaluation_start,evaluation_end,best_iteration,tuning_raw_weighted_f1,tuning_adjusted_weighted_f1,decision_variant,weighted_f1,macro_f1,accuracy,not_churned_precision,not_churned_recall,not_churned_f1,not_churned_support,vol_churn_precision,vol_churn_recall,vol_churn_f1,vol_churn_support,invol_churn_precision,invol_churn_recall,invol_churn_f1,invol_churn_support
fold_1,30000,15000,15000,1067-08-26 00:00:07+00:00,1067-09-25 23:59:44+00:00,1067-09-26 00:00:49+00:00,1067-10-14 06:30:52+00:00,1067-10-14 06:31:12+00:00,1067-10-26 23:56:19+00:00,440,0.5169301672479757,0.5439898089969274,raw_argmax,0.5200395046728633,0.459777821445117,0.5676666666666667,0.5757195373442123,0.8554489741540101,0.6882469585722708,7506.0,0.6855670103092784,0.15130830489192265,0.2479030754892824,3516.0,0.5086291110387496,0.3926596279537456,0.4431834302737977,3978.0
fold_1,30000,15000,15000,1067-08-26 00:00:07+00:00,1067-09-25 23:59:44+00:00,1067-09-26 00:00:49+00:00,1067-10-14 06:30:52+00:00,1067-10-14 06:31:12+00:00,1067-10-26 23:56:19+00:00,440,0.5169301672479757,0.5439898089969274,tuning_selected_adjustment,0.5340319116113361,0.49337725055046516,0.5474666666666667,0.5964145658263306,0.709166000532907,0.6479216115878522,7506.0,0.45754290876242093,0.28811149032992034,0.35357766143106456,3516.0,0.4858844858844859,0.47159376571141276,0.47863247863247865,3978.0
fold_2,45000,15000,15000,1067-08-26 00:00:07+00:00,1067-10-14 06:30:52+00:00,1067-10-14 06:31:12+00:00,1067-10-26 23:56:19+00:00,1067-10-27 00:01:34+00:00,1067-11-03 13:40:09+00:00,206,0.5357783819927942,0.5523184722079882,raw_argmax,0.4738514520728546,0.4107196445162722,0.5405333333333333,0.538942107455227,0.877526108775261,0.6677675714728042,7373.0,0.5693950177935944,0.0866738894907909,0.15044663845792194,3692.0,0.541718043567612,0.3349428208386277,0.4139447236180904,3935.0
fold_2,45000,15000,15000,1067-08-26 00:00:07+00:00,1067-10-14 06:30:52+00:00,1067-10-14 06:31:12+00:00,1067-10-26 23:56:19+00:00,1067-10-27 00:01:34+00:00,1067-11-03 13:40:09+00:00,206,0.5357783819927942,0.5523184722079882,tuning_selected_adjustment,0.5050320533065475,0.4630944752421686,0.5264,0.5688033726083667,0.7136850671368506,0.6330606352261791,7373.0,0.405894519131334,0.21262188515709643,0.27906150017774617,3692.0,0.48466579292267364,0.4698856416772554,0.47716129032258064,3935.0
fold_3,60000,15000,15000,1067-08-26 00:00:07+00:00,1067-10-26 23:56:19+00:00,1067-10-27 00:01:34+00:00,1067-11-03 13:40:09+00:00,1067-11-03 13:40:28+00:00,1067-11-09 23:59:45+00:00,452,0.4884357259934678,0.5181387602169153,raw_argmax,0.4696017674699707,0.3991293115722863,0.5463333333333333,0.5546036762871164,0.8742624885275994,0.678676844783715,7627.0,0.44537815126050423,0.041754201680672266,0.07635054021608643,3808.0,0.5221374045801527,0.3837307152875175,0.4423605497170574,3565.0
fold_3,60000,15000,15000,1067-08-26 00:00:07+00:00,1067-10-26 23:56:19+00:00,1067-10-27 00:01:34+00:00,1067-11-03 13:40:09+00:00,1067-11-03 13:40:28+00:00,1067-11-09 23:59:45+00:00,452,0.4884357259934678,0.5181387602169153,tuning_selected_adjustment,0.5033417232668022,0.4590064226914296,0.5245333333333333,0.5844557297416648,0.6941130195358595,0.6345819598441714,7627.0,0.3890625,0.19616596638655462,0.2608240223463687,3808.0,0.45425161611138737,0.5124824684431978,0.4816132858837485,3565.0
