decision_variant,weighted_f1_mean,weighted_f1_std,macro_f1_mean,macro_f1_std,not_churned_precision_mean,not_churned_precision_std,not_churned_recall_mean,not_churned_recall_std,not_churned_f1_mean,not_churned_f1_std,vol_churn_precision_mean,vol_churn_precision_std,vol_churn_recall_mean,vol_churn_recall_std,vol_churn_f1_mean,vol_churn_f1_std,invol_churn_precision_mean,invol_churn_precision_std,invol_churn_recall_mean,invol_churn_recall_std,invol_churn_f1_mean,invol_churn_f1_std
raw_argmax,0.48783090807189616,0.02797427793632697,0.42320892584455844,0.03219545074263628,0.5564217736955186,0.018456000269550212,0.8690791904856235,0.011916371184852044,0.6782304582762633,0.010246988322330425,0.5667800597877923,0.12011577959126378,0.09324546535446193,0.055071903813145175,0.15823341805443025,0.08604094108056194,0.5241615197288381,0.0166370714242698,0.3704443880266302,0.03106770549869234,0.43316290120298184,0.016648514809615374
tuning_selected_adjustment,0.5141352293948952,0.01725174705145371,0.4718260494946878,0.018775482513754643,0.5832245560587873,0.013846708605585355,0.7056546957352058,0.010247595223301709,0.6385214022194009,0.008176280283623315,0.417499975964585,0.035684822646307235,0.2322997806245238,0.04902967999921333,0.29782106131839314,0.049140108277310086,0.47493396497284895,0.017921801498571373,0.484653958610622,0.02411532482790443,0.4791356849462693,0.002268254519414354
