experiment,weighted_f1_mean,weighted_f1_std,macro_f1_mean,macro_f1_std,not_churned_f1_mean,not_churned_f1_std,vol_churn_f1_mean,vol_churn_f1_std,invol_churn_f1_mean,invol_churn_f1_std
single_seed,0.5163223869587232,0.02284616308702109,0.47386380987707444,0.02328171781108871,0.6402205118364586,0.014337278268438204,0.30223757439679955,0.058867907966888115,0.4791333433979653,0.003360032802060184
three_seed_ensemble,0.5156867190940426,0.017340490730393912,0.4724986473965449,0.013849961913376976,0.6427440894355992,0.022102110303071243,0.3098971988504179,0.04902308731628345,0.4648546539036174,0.029575311879223926
