fold,class,feature,mean_abs_shap,sample_users
fold_1,vol_churn,purchase_count_d1,0.000868811867132383,1500
fold_1,vol_churn,purchase_spend_d1,0.015061286799162405,1500
fold_1,vol_churn,purchase_count_d3,4.433828736437332e-06,1500
fold_1,vol_churn,purchase_spend_d3,0.00875425393238219,1500
fold_1,vol_churn,purchase_count_d7,0.004578056683487605,1500
fold_1,vol_churn,purchase_spend_d7,0.007828861783157807,1500
fold_1,vol_churn,purchase_count_d14,0.00031624926429747345,1500
fold_1,vol_churn,purchase_spend_d14,0.00557308975247865,1500
fold_1,vol_churn,purchase_span_days,0.00029914372895830743,1500
fold_1,vol_churn,attempts_per_purchase,0.0,1500
fold_1,vol_churn,failures_per_purchase,0.0009598975436893101,1500
fold_1,vol_churn,spend_per_attempt,0.004799517422889564,1500
fold_1,vol_churn,purchase_attempt_gap,0.0007526048355416264,1500
fold_1,vol_churn,activity_days_total,0.000539213732020867,1500
fold_2,invol_churn,subscription_plan,0.008004257444573988,1500
fold_2,invol_churn,country_code,0.18003452049530191,1500
fold_2,invol_churn,signup_weekday,0.0035498212483343265,1500
fold_2,invol_churn,signup_hour,0.011421078796423508,1500
fold_2,invol_churn,signup_is_weekend,0.0017110856696492048,1500
fold_2,invol_churn,quiz_rows,0.0,1500
fold_2,invol_churn,quiz_missing_answers,0.005647923528024697,1500
fold_2,invol_churn,quiz_answered,0.0,1500
fold_2,invol_churn,quiz_source,0.005586379149271514,1500
fold_2,invol_churn,quiz_flow_type,0.0019375480698781745,1500
fold_2,invol_churn,quiz_team_size,0.014815001205770109,1500
fold_2,invol_churn,quiz_experience,0.0079645147298297,1500
fold_2,invol_churn,quiz_usage_plan,0.010362804908146547,1500
fold_2,invol_churn,quiz_frustration,0.026150878454168767,1500
fold_2,invol_churn,quiz_first_feature,0.00539300630685142,1500
fold_2,invol_churn,quiz_role,0.0034751530343772653,1500
fold_2,invol_churn,quiz_cost_concern,0.0014863203308504815,1500
fold_2,invol_churn,attempt_count,0.00013783442890569626,1500
fold_2,invol_churn,attempt_unique_transactions,0.00012580602930304023,1500
fold_2,invol_churn,attempt_active_days,0.001443461192774886,1500
fold_2,invol_churn,attempt_success_count,0.0009982320911597492,1500
fold_2,invol_churn,attempt_failure_count,0.0016911918212152864,1500
fold_2,invol_churn,attempt_failure_rate,0.0038559386091076824,1500
fold_2,invol_churn,attempt_amount_sum,0.0019202942198680783,1500
fold_2,invol_churn,attempt_amount_mean,0.002954277599290554,1500
fold_2,invol_churn,attempt_amount_std,0.0010233702804223854,1500
fold_2,invol_churn,attempt_amount_max,0.001085031558094372,1500
fold_2,invol_churn,attempt_first_day,0.0,1500
fold_2,invol_churn,attempt_last_day,0.0042396159763425055,1500
fold_2,invol_churn,attempt_night_rate,0.0,1500
fold_2,invol_churn,attempt_weekend_rate,0.0021910197166148575,1500
fold_2,invol_churn,attempt_distinct_failures,0.0,1500
fold_2,invol_churn,attempt_distinct_cards,5.001740063792677e-07,1500
fold_2,invol_churn,attempt_distinct_banks,0.0012411933895206508,1500
fold_2,invol_churn,attempt_distinct_card_countries,0.00023846500894440356,1500
fold_2,invol_churn,attempt_count_d1,0.0008917853513789799,1500
fold_2,invol_churn,attempt_failures_d1,0.0006582703536215339,1500
fold_2,invol_churn,attempt_count_d3,0.0008626769342996671,1500
fold_2,invol_churn,attempt_failures_d3,9.02194438829e-05,1500
fold_2,invol_churn,attempt_count_d7,0.0003392254558119399,1500
fold_2,invol_churn,attempt_failures_d7,0.0010212431730818635,1500
fold_2,invol_churn,attempt_count_d14,0.0,1500
fold_2,invol_churn,attempt_failures_d14,0.0009163942938364057,1500
fold_2,invol_churn,failure_card_declined_count,0.0001612323651984219,1500
fold_2,invol_churn,failure_insufficient_funds_count,0.0,1500
fold_2,invol_churn,failure_incorrect_cvc_count,0.0,1500
fold_2,invol_churn,failure_expired_card_count,0.0,1500
fold_2,invol_churn,failure_authentication_required_count,0.0,1500
fold_2,invol_churn,failure_do_not_honor_count,0.0,1500
fold_2,invol_churn,failure_processing_error_count,0.0,1500
fold_2,invol_churn,failure_generic_decline_count,0.0,1500
fold_2,invol_churn,is_3d_secure_rate,0.007387343568593102,1500
fold_2,invol_churn,is_3d_secure_authenticated_rate,0.012773122053765792,1500
fold_2,invol_churn,is_prepaid_rate,0.002608724201169104,1500
fold_2,invol_churn,is_virtual_rate,0.009603346458557588,1500
fold_2,invol_churn,is_business_rate,0.052653281871669746,1500
fold_2,invol_churn,attempt_last_billing_address_country,0.02084157235454042,1500
fold_2,invol_churn,attempt_last_card_3d_secure_support,0.051944663542412645,1500
fold_2,invol_churn,attempt_last_card_brand,0.0169743710075621,1500
fold_2,invol_churn,attempt_last_card_country,0.09525390936414802,1500
fold_2,invol_churn,attempt_last_card_funding,0.0579939502149037,1500
fold_2,invol_churn,attempt_last_cvc_check,0.041660475300819656,1500
fold_2,invol_churn,attempt_last_digital_wallet,0.010416294875400243,1500
fold_2,invol_churn,attempt_last_payment_method_type,0.0,1500
fold_2,invol_churn,attempt_last_bank_name,0.15364371137744587,1500
fold_2,invol_churn,attempt_last_bank_country,0.014001659461187164,1500
fold_2,invol_churn,attempt_last_failure_code,0.013153161551341363,1500
fold_2,invol_churn,attempt_span_days,0.0009905285689432812,1500
fold_2,invol_churn,attempt_success_rate,0.0016075677125599467,1500
fold_2,invol_churn,purchase_count,0.00041484045526256244,1500
fold_2,invol_churn,purchase_unique_transactions,0.00032702220629474144,1500
fold_2,invol_churn,purchase_active_days,0.00038750197303431664,1500
fold_2,invol_churn,purchase_amount_sum,0.0041280116621775186,1500
fold_2,invol_churn,purchase_amount_mean,0.0030065362605900953,1500
fold_2,invol_churn,purchase_amount_std,0.00232361392572648,1500
fold_2,invol_churn,purchase_amount_max,0.001120880785657829,1500
fold_2,invol_churn,purchase_first_day,5.077661705411398e-05,1500
fold_2,invol_churn,purchase_last_day,0.0017677673457533734,1500
fold_2,invol_churn,purchase_type_nunique,0.0011055144321262629,1500
fold_2,invol_churn,purchase_last_type,0.005354132437491933,1500
fold_2,invol_churn,purchase_count_d1,0.0012797816092769885,1500
fold_2,invol_churn,purchase_spend_d1,0.004227798436274946,1500
fold_2,invol_churn,purchase_count_d3,0.00035276681404213444,1500
fold_2,invol_churn,purchase_spend_d3,0.004200254051318766,1500
fold_2,invol_churn,purchase_count_d7,0.0003467564187861562,1500
fold_2,invol_churn,purchase_spend_d7,0.0019768046048075105,1500
fold_2,invol_churn,purchase_count_d14,0.0005495861029947894,1500
